Week,Market,Site,RRC_SR_pct,ERAB_SR_pct,DCR_pct,DL_Throughput_Mbps,Congestion_pct,CQx_Score,CQx_Status
2026-05-18,Mat-Su,MAT-003,98.1,96.43,4.02,82.72,26.9,90.54,Green
2026-05-25,Mat-Su,MAT-003,97.44,94.7,3.77,69.05,18.52,88.5,Green
2026-06-01,Mat-Su,MAT-003,96.3,95.76,0.91,76.85,34.24,88.11,Green
2026-06-08,Mat-Su,MAT-003,96.75,94.88,1.79,81.17,29.18,89.5,Green
2026-06-15,Mat-Su,MAT-003,95.37,92.77,2.21,78.9,30.32,87.94,Green
2026-06-22,Mat-Su,MAT-003,98.3,93.95,0.95,78.7,27.72,89.5,Green
2026-06-29,Mat-Su,MAT-003,96.83,96.62,2.57,45.41,30.18,82.53,Green
2026-07-06,Mat-Su,MAT-003,96.83,96.57,1.87,53.99,28.69,84.56,Green
2026-07-13,Mat-Su,MAT-003,97.54,92.28,3.52,83.24,59.63,84.63,Green
2026-07-20,Mat-Su,MAT-003,98.11,97.11,2.36,58.74,34.7,84.99,Green
2026-07-27,Mat-Su,MAT-003,97.58,96.44,3.69,80.84,47.06,87.06,Green
2026-08-03,Mat-Su,MAT-003,96.42,96.97,5.48,51.01,9.41,86.32,Green
2026-05-04,Mat-Su,MAT-004,99.65,96.99,1.76,36.96,49.48,78.87,Green
2026-05-11,Mat-Su,MAT-004,99.16,97.95,2.3,37.34,69.28,76.01,Green
2026-05-18,Mat-Su,MAT-004,98.48,97.6,1.72,42.57,43.65,80.73,Green
2026-05-25,Mat-Su,MAT-004,98.88,97.72,1.62,30.44,58.44,76.23,Green
2026-06-01,Mat-Su,MAT-004,99.22,97.11,1.66,44.45,56.14,79.3,Green
2026-06-08,Mat-Su,MAT-004,98.62,97.9,1.83,43.67,53.01,79.64,Green
2026-06-15,Mat-Su,MAT-004,98.83,98.0,1.95,41.5,57.8,78.55,Green
2026-06-22,Mat-Su,MAT-004,99.58,98.28,1.45,39.63,51.79,79.4,Green
2026-06-29,Mat-Su,MAT-004,98.96,97.6,1.57,43.92,59.95,78.7,Green
2026-07-06,Mat-Su,MAT-004,98.79,97.38,2.11,38.71,57.32,77.87,Green
2026-07-13,Mat-Su,MAT-004,97.9,97.58,1.4,33.77,47.08,78.35,Green
2026-07-20,Mat-Su,MAT-004,98.39,98.13,1.91,32.27,62.18,75.97,Green
2026-07-27,Mat-Su,MAT-004,98.76,98.52,1.93,38.37,66.09,76.79,Green
2026-08-03,Mat-Su,MAT-004,99.45,97.24,1.86,45.64,64.8,78.3,Green
2026-05-04,Mat-Su,MAT-005,97.92,97.8,0.58,86.57,4.75,95.44,Green
2026-05-11,Mat-Su,MAT-005,97.83,98.34,0.18,91.85,0.0,97.39,Green
2026-05-18,Mat-Su,MAT-005,98.2,98.44,1.61,85.29,33.1,91.01,Green
2026-05-25,Mat-Su,MAT-005,98.3,98.91,1.04,86.59,29.33,92.06,Green
2026-06-01,Mat-Su,MAT-005,98.14,98.52,1.81,79.68,0.0,94.83,Green
2026-06-08,Mat-Su,MAT-005,98.32,98.88,0.76,90.98,22.37,94.03,Green
2026-06-15,Mat-Su,MAT-005,97.43,98.01,1.19,84.19,11.01,93.87,Green
2026-06-22,Mat-Su,MAT-005,97.95,99.19,1.32,80.06,16.62,92.6,Green
2026-06-29,Mat-Su,MAT-005,98.41,98.46,1.27,80.42,11.66,93.36,Green
2026-07-06,Mat-Su,MAT-005,98.02,98.59,0.92,88.77,28.26,92.53,Green
2026-07-13,Mat-Su,MAT-005,98.34,98.27,0.78,98.25,7.59,97.55,Green
2026-07-20,Mat-Su,MAT-005,98.52,98.72,1.26,83.52,2.27,95.49,Green
2026-07-27,Mat-Su,MAT-005,98.34,98.71,0.88,84.38,17.26,93.42,Green
2026-08-03,Mat-Su,MAT-005,98.43,98.44,0.64,81.38,18.75,92.59,Green
2026-05-04,Mat-Su,MAT-006,96.96,98.37,1.35,42.38,55.09,78.84,Green
2026-05-11,Mat-Su,MAT-006,98.25,99.01,4.62,71.67,35.55,87.62,Green
2026-05-18,Mat-Su,MAT-006,98.1,95.44,1.11,75.24,50.61,85.68,Green
2026-05-25,Mat-Su,MAT-006,98.13,97.24,0.97,56.97,33.1,85.13,Green
2026-06-01,Mat-Su,MAT-006,96.06,99.07,4.51,82.03,62.52,85.13,Green
2026-06-08,Mat-Su,MAT-006,96.21,97.97,0.98,60.6,41.84,84.24,Green
2026-06-15,Mat-Su,MAT-006,97.99,99.23,2.43,58.95,23.78,87.16,Green
2026-06-22,Mat-Su,MAT-006,97.67,98.84,1.96,59.85,52.5,82.93,Green
2026-06-29,Mat-Su,MAT-006,96.87,99.12,0.37,73.05,40.86,87.42,Green
2026-07-06,Mat-Su,MAT-006,97.76,97.01,4.98,66.05,52.33,83.31,Green
2026-07-13,Mat-Su,MAT-006,95.31,98.58,1.85,62.27,46.41,83.69,Green
2026-07-20,Mat-Su,MAT-006,97.89,98.71,1.03,83.14,43.1,89.16,Green
2026-07-27,Mat-Su,MAT-006,97.84,99.16,4.98,59.43,31.24,85.7,Green
2026-08-03,Mat-Su,MAT-006,94.93,99.16,1.94,73.3,34.95,87.65,Green
2026-05-04,Mat-Su,MAT-007,98.28,99.27,1.03,67.75,25.09,89.02,Green
2026-05-11,Mat-Su,MAT-007,98.36,98.43,0.65,59.92,31.93,86.29,Green
2026-05-18,Mat-Su,MAT-007,98.03,98.89,0.14,51.5,32.26,84.67,Green
2026-05-25,Mat-Su,MAT-007,98.33,99.15,0.85,54.41,19.85,87.15,Green
2026-06-01,Mat-Su,MAT-007,98.37,99.11,1.05,50.15,7.91,88.06,Green
2026-06-08,Mat-Su,MAT-007,98.51,98.71,0.44,59.9,22.0,87.92,Green
2026-06-15,Mat-Su,MAT-007,98.5,99.2,1.13,43.43,34.83,82.72,Green
2026-06-22,Mat-Su,MAT-007,98.22,98.76,0.89,40.14,28.41,82.88,Green
2026-06-29,Mat-Su,MAT-007,97.77,98.31,0.14,63.26,20.1,88.64,Green
2026-07-06,Mat-Su,MAT-007,98.67,98.68,0.1,45.42,35.02,83.15,Green
2026-07-13,Mat-Su,MAT-007,98.08,98.67,0.9,58.37,34.08,85.61,Green
2026-07-20,Mat-Su,MAT-007,98.64,98.76,0.23,51.05,27.22,85.44,Green
2026-07-27,Mat-Su,MAT-007,97.79,98.49,0.98,53.96,25.4,85.91,Green
2026-08-03,Mat-Su,MAT-007,97.86,98.82,0.41,61.48,33.42,86.39,Green
2026-05-04,Mat-Su,MAT-008,98.15,97.09,1.47,48.02,11.55,86.46,Green
2026-05-11,Mat-Su,MAT-008,98.53,97.29,1.25,60.85,28.04,86.73,Green
2026-05-18,Mat-Su,MAT-008,98.02,97.91,1.74,38.28,23.87,82.8,Green
2026-05-25,Mat-Su,MAT-008,99.01,97.03,0.96,55.6,19.49,87.06,Green
2026-06-01,Mat-Su,MAT-008,98.67,97.69,1.55,36.85,25.7,82.37,Green
2026-06-08,Mat-Su,MAT-008,98.88,97.44,1.35,35.21,21.43,82.7,Green
2026-06-15,Mat-Su,MAT-008,98.67,97.51,1.88,44.79,21.84,84.45,Green
2026-06-22,Mat-Su,MAT-008,98.12,97.53,1.3,49.27,14.36,86.42,Green
2026-06-29,Mat-Su,MAT-008,98.43,97.91,1.18,34.61,31.32,81.13,Green
2026-07-06,Mat-Su,MAT-008,98.96,96.96,1.68,43.44,19.43,84.5,Green
2026-07-13,Mat-Su,MAT-008,98.58,97.43,1.02,41.94,9.99,85.74,Green
2026-07-20,Mat-Su,MAT-008,98.18,97.51,1.05,52.92,29.22,84.97,Green
2026-07-27,Mat-Su,MAT-008,98.27,97.65,1.6,51.24,17.93,86.3,Green
2026-08-03,Mat-Su,MAT-008,98.73,97.76,0.82,54.42,24.42,86.22,Green
2026-05-04,Seward,SEW-001,98.42,96.08,1.44,109.04,38.22,92.68,Green
2026-05-11,Seward,SEW-001,99.21,96.1,1.61,98.42,53.82,90.2,Green
2026-05-18,Seward,SEW-001,99.4,96.36,1.05,110.14,36.97,93.24,Green
2026-05-25,Seward,SEW-001,98.68,96.72,0.44,103.15,34.55,93.6,Green
2026-06-01,Seward,SEW-001,98.53,97.36,0.74,109.77,37.84,93.18,Green
2026-06-08,Seward,SEW-001,98.6,97.06,1.46,107.83,47.81,91.53,Green
2026-06-15,Seward,SEW-001,98.58,96.43,0.81,96.66,63.66,88.41,Green
2026-06-22,Seward,SEW-001,99.13,96.1,0.71,107.12,44.45,92.04,Green
2026-06-29,Seward,SEW-001,98.89,96.59,1.25,105.89,40.75,92.57,Green
2026-07-06,Seward,SEW-001,97.92,96.6,0.92,104.67,63.95,88.9,Green
2026-07-13,Seward,SEW-001,98.83,96.56,1.72,107.13,43.43,92.08,Green
2026-07-20,Seward,SEW-001,98.91,97.63,0.79,107.05,32.66,94.12,Green
2026-07-27,Seward,SEW-001,98.89,96.29,1.11,100.9,47.87,91.45,Green
2026-08-03,Seward,SEW-001,99.02,96.14,1.33,97.59,30.0,93.61,Green
2026-05-04,Seward,SEW-002,94.34,96.91,3.38,87.96,12.77,92.98,Green
2026-05-11,Seward,SEW-002,95.19,94.6,4.71,60.33,13.27,86.81,Green
2026-05-18,Seward,SEW-002,96.72,96.52,1.68,70.54,40.42,86.1,Green
2026-05-25,Seward,SEW-002,95.36,95.33,1.85,66.11,18.1,87.9,Green
2026-06-01,Seward,SEW-002,94.86,97.14,1.58,84.18,43.76,88.03,Green
2026-06-08,Seward,SEW-002,97.55,94.27,3.19,71.82,2.08,91.53,Green
2026-06-15,Seward,SEW-002,96.96,96.66,5.12,88.76,25.36,91.58,Green
2026-06-22,Seward,SEW-002,96.74,97.65,3.97,79.03,23.43,90.29,Green
2026-06-29,Seward,SEW-002,98.34,97.65,1.24,79.84,32.77,89.86,Green
2026-07-06,Seward,SEW-002,95.66,95.94,2.11,85.91,16.35,92.31,Green
2026-07-13,Seward,SEW-002,95.19,96.67,4.26,44.62,26.51,82.27,Green
2026-07-20,Seward,SEW-002,97.31,93.76,4.26,52.78,40.16,81.66,Green
2026-07-27,Seward,SEW-002,97.63,97.5,4.58,66.82,25.78,87.59,Green
2026-08-03,Seward,SEW-002,97.96,94.63,1.59,62.16,40.13,84.32,Green
2026-05-04,Seward,SEW-003,99.96,98.83,2.47,36.67,56.39,78.2,Green
2026-05-11,Seward,SEW-003,99.27,98.21,3.06,21.76,67.49,73.14,Yellow
2026-05-18,Seward,SEW-003,99.43,97.74,2.52,11.51,60.23,72.18,Yellow
2026-05-25,Seward,SEW-003,99.57,98.1,2.41,43.94,51.18,80.17,Green
2026-06-01,Seward,SEW-003,98.89,99.04,3.24,28.34,63.32,75.17,Green
2026-06-08,Seward,SEW-003,99.73,98.04,2.14,38.16,68.71,76.45,Green
2026-06-15,Seward,SEW-003,99.46,97.98,3.25,24.06,52.55,75.8,Green
2026-06-22,Seward,SEW-003,99.38,99.07,2.74,31.63,58.93,76.69,Green
2026-06-29,Seward,SEW-003,99.27,98.62,1.22,25.94,57.16,75.9,Green
2026-07-06,Seward,SEW-003,98.86,98.55,2.27,42.35,67.81,77.31,Green
2026-07-13,Seward,SEW-003,99.09,98.3,2.32,24.7,56.79,75.42,Green
2026-07-20,Seward,SEW-003,98.99,97.86,2.64,33.35,48.79,78.17,Green
2026-07-27,Seward,SEW-003,99.57,98.09,2.47,34.87,54.96,77.77,Green
2026-08-03,Seward,SEW-003,99.42,98.14,2.27,26.66,49.25,76.99,Green
2026-05-04,Seward,SEW-004,97.57,97.02,4.29,51.23,39.32,82.35,Green
2026-05-11,Seward,SEW-004,97.54,93.37,2.32,49.53,19.91,84.3,Green
2026-05-18,Seward,SEW-004,96.46,96.65,3.26,20.1,20.18,78.78,Green
2026-05-25,Seward,SEW-004,97.44,97.96,1.29,68.02,5.69,91.41,Green
2026-06-01,Seward,SEW-004,95.59,97.51,0.1,21.63,7.48,81.46,Green
2026-06-08,Seward,SEW-004,97.34,97.02,3.49,62.06,68.64,80.18,Green
2026-06-15,Seward,SEW-004,96.04,94.77,0.65,27.38,44.14,76.46,Green
2026-06-22,Seward,SEW-004,97.82,96.81,0.82,60.62,44.35,84.01,Green
2026-06-29,Seward,SEW-004,96.54,97.37,1.16,53.25,15.4,86.64,Green
2026-07-06,Seward,SEW-004,97.57,96.84,0.59,55.42,46.41,82.64,Green
2026-07-13,Seward,SEW-004,97.01,94.95,2.0,66.65,41.93,84.73,Green
2026-07-20,Seward,SEW-004,94.99,93.26,3.61,28.32,46.76,75.17,Green
2026-07-27,Seward,SEW-004,95.42,96.93,1.9,70.22,55.29,83.56,Green
2026-08-03,Seward,SEW-004,94.79,94.53,1.01,71.83,17.47,88.92,Green
2026-05-04,Seward,SEW-005,99.51,98.0,0.79,105.05,0.0,99.26,Green
2026-05-11,Seward,SEW-005,99.06,97.78,0.85,112.01,4.09,98.47,Green
2026-05-18,Seward,SEW-005,99.31,96.82,1.1,82.96,4.12,94.84,Green
2026-05-25,Seward,SEW-005,98.63,97.88,1.41,110.62,17.79,96.25,Green
2026-06-01,Seward,SEW-005,98.87,98.12,1.48,104.99,14.7,96.82,Green
2026-06-08,Seward,SEW-005,98.81,96.96,0.79,102.65,0.0,98.83,Green
2026-06-15,Seward,SEW-005,99.63,97.22,1.22,102.32,0.0,99.03,Green
2026-06-22,Seward,SEW-005,99.29,96.47,1.03,95.94,21.52,94.75,Green
2026-06-29,Seward,SEW-005,99.52,97.38,1.63,100.12,9.96,97.49,Green
2026-07-06,Seward,SEW-005,99.27,97.45,1.63,112.75,7.93,97.75,Green
2026-07-13,Seward,SEW-005,98.62,96.9,1.01,107.63,0.0,98.73,Green
2026-07-20,Seward,SEW-005,100.0,98.01,1.33,107.46,3.92,98.72,Green
2026-07-27,Seward,SEW-005,98.87,97.37,1.18,96.95,8.29,97.03,Green
2026-08-03,Seward,SEW-005,99.15,96.47,0.67,103.58,20.72,95.7,Green
2026-05-04,Seward,SEW-006,97.99,98.94,0.4,62.92,21.88,88.47,Green
2026-05-11,Seward,SEW-006,98.38,97.66,0.1,70.49,30.97,88.45,Green
2026-05-18,Seward,SEW-006,98.44,98.13,0.8,83.33,11.59,93.95,Green
2026-05-25,Seward,SEW-006,97.89,98.43,1.18,70.02,26.83,88.88,Green
2026-06-01,Seward,SEW-006,97.15,98.05,1.19,66.24,27.02,87.82,Green
2026-06-08,Seward,SEW-006,98.18,98.19,1.06,66.4,24.9,88.48,Green
2026-06-15,Seward,SEW-006,98.23,98.41,0.72,75.89,32.27,89.39,Green
2026-06-22,Seward,SEW-006,97.3,98.86,0.83,77.5,36.13,89.0,Green
2026-06-29,Seward,SEW-006,97.54,98.02,0.85,67.83,40.43,86.26,Green
2026-07-06,Seward,SEW-006,97.72,98.09,1.07,64.48,23.39,88.18,Green
2026-07-13,Seward,SEW-006,98.13,98.19,0.94,69.86,14.44,90.75,Green
2026-07-20,Seward,SEW-006,98.13,99.13,0.99,75.9,32.09,89.53,Green
2026-07-27,Seward,SEW-006,97.58,99.11,1.07,87.15,20.69,93.34,Green
2026-08-03,Seward,SEW-006,98.66,98.69,1.23,75.97,24.56,90.66,Green
2026-05-04,Seward,SEW-007,98.72,99.58,0.59,58.37,45.36,84.36,Green
2026-05-11,Seward,SEW-007,99.01,98.99,1.65,50.31,70.14,78.79,Green
2026-05-18,Seward,SEW-007,99.11,99.3,1.41,61.86,54.25,83.62,Green
2026-05-25,Seward,SEW-007,99.04,99.78,1.95,51.38,62.79,80.27,Green
2026-06-01,Seward,SEW-007,98.29,99.29,1.67,42.26,50.61,80.01,Green
2026-06-08,Seward,SEW-007,98.64,98.9,0.92,60.33,61.92,82.03,Green
2026-06-15,Seward,SEW-007,98.67,98.69,1.94,70.46,56.04,84.74,Green
2026-06-22,Seward,SEW-007,98.53,99.26,1.3,56.1,65.82,80.6,Green
2026-06-29,Seward,SEW-007,98.07,99.63,1.5,53.93,59.19,81.11,Green
2026-07-06,Seward,SEW-007,98.73,98.25,2.14,57.55,63.45,80.92,Green
2026-07-13,Seward,SEW-007,99.08,98.57,1.68,55.08,66.68,80.17,Green
2026-07-20,Seward,SEW-007,98.0,98.99,1.19,60.68,63.66,81.65,Green
2026-07-27,Seward,SEW-007,98.5,98.71,1.41,50.05,66.64,79.1,Green
2026-08-03,Seward,SEW-007,98.61,97.73,1.3,48.91,46.85,81.64,Green
2026-05-04,Seward,SEW-008,96.74,96.67,5.47,54.43,71.34,77.72,Green
2026-05-11,Seward,SEW-008,96.59,97.22,3.75,87.22,77.88,83.65,Green
2026-05-18,Seward,SEW-008,98.93,97.49,1.72,58.17,56.31,82.03,Green
2026-05-25,Seward,SEW-008,95.19,97.4,2.09,67.13,62.33,81.91,Green
2026-06-01,Seward,SEW-008,98.56,97.39,2.57,83.9,44.73,88.67,Green
2026-06-08,Seward,SEW-008,96.72,95.23,2.16,86.69,60.61,85.91,Green
2026-06-15,Seward,SEW-008,97.41,94.99,1.36,91.35,85.17,83.39,Green
2026-06-22,Seward,SEW-008,98.75,95.72,3.14,84.91,48.69,87.82,Green
2026-06-29,Seward,SEW-008,98.8,96.15,2.13,101.93,43.56,91.88,Green
2026-07-06,Seward,SEW-008,98.47,96.88,4.86,65.34,56.28,82.73,Green
2026-07-13,Seward,SEW-008,97.0,97.28,4.81,79.31,50.81,86.09,Green
2026-07-20,Seward,SEW-008,98.61,94.61,5.91,64.48,64.39,80.66,Green
2026-07-27,Seward,SEW-008,95.96,97.11,4.34,69.35,69.03,81.13,Green
2026-08-03,Seward,SEW-008,96.96,97.48,2.32,107.55,66.12,88.34,Green
2026-05-04,Seward,SEW-009,97.88,96.22,5.41,115.47,16.76,95.2,Green
2026-05-11,Seward,SEW-009,96.33,98.21,2.07,90.83,27.7,92.33,Green
2026-05-18,Seward,SEW-009,98.36,93.68,1.5,78.18,0.0,93.42,Green
2026-05-25,Seward,SEW-009,96.5,96.84,4.52,100.91,8.94,96.32,Green
2026-06-01,Seward,SEW-009,94.98,94.91,1.65,82.53,18.15,91.01,Green
2026-06-08,Seward,SEW-009,96.38,96.47,4.95,89.83,10.95,93.79,Green
2026-06-15,Seward,SEW-009,98.5,94.53,1.6,97.87,22.19,94.27,Green
2026-06-22,Seward,SEW-009,95.68,98.06,5.07,106.01,54.06,89.57,Green
2026-06-29,Seward,SEW-009,98.31,96.69,1.87,113.62,39.25,92.58,Green
2026-07-06,Seward,SEW-009,96.9,96.56,3.2,100.65,51.12,90.22,Green
2026-07-13,Seward,SEW-009,98.6,97.92,1.28,111.22,6.02,98.04,Green
2026-07-20,Seward,SEW-009,98.33,96.78,2.22,81.74,33.07,89.83,Green
2026-07-27,Seward,SEW-009,96.14,94.06,3.19,87.87,24.88,90.91,Green
2026-08-03,Seward,SEW-009,98.22,94.94,2.23,80.44,40.4,87.98,Green
2026-05-04,Seward,SEW-010,97.4,96.63,2.47,86.73,87.99,82.28,Green
2026-05-11,Seward,SEW-010,97.89,95.45,5.02,88.13,70.26,84.67,Green
2026-05-18,Seward,SEW-010,97.75,96.98,3.2,60.4,95.51,75.96,Green
2026-05-25,Seward,SEW-010,95.58,98.34,2.19,53.09,90.73,75.16,Green
2026-06-01,Seward,SEW-010,96.41,98.31,3.59,54.87,98.35,74.36,Yellow
2026-06-08,Seward,SEW-010,98.72,96.95,5.19,58.44,73.55,78.79,Green
2026-06-15,Seward,SEW-010,98.3,96.55,2.73,70.62,47.22,85.34,Green
2026-06-22,Seward,SEW-010,95.88,97.17,2.94,87.8,57.3,86.79,Green
2026-06-29,Seward,SEW-010,98.15,98.06,2.84,93.66,70.75,86.75,Green
2026-07-06,Seward,SEW-010,96.55,95.68,4.83,66.65,82.83,78.24,Green
2026-07-13,Seward,SEW-010,98.44,96.38,2.92,91.16,65.78,86.63,Green
2026-07-20,Seward,SEW-010,98.14,96.17,2.81,45.1,56.19,78.75,Green
2026-07-27,Seward,SEW-010,97.67,97.92,6.54,69.63,60.51,82.76,Green
2026-08-03,Seward,SEW-010,98.2,97.13,2.84,72.18,88.3,79.6,Green
2026-05-04,Napakiak,NAP-001,99.02,98.77,1.53,53.91,9.08,88.64,Green
2026-05-11,Napakiak,NAP-001,98.58,98.73,0.6,57.12,17.52,88.03,Green
2026-05-18,Napakiak,NAP-001,99.33,98.47,0.76,65.19,16.63,89.88,Green
2026-05-25,Napakiak,NAP-001,99.13,98.88,0.99,50.38,30.99,84.78,Green
2026-06-01,Napakiak,NAP-001,99.76,98.74,0.46,59.69,29.07,87.13,Green
2026-06-08,Napakiak,NAP-001,98.77,98.68,1.08,69.08,27.35,88.91,Green
2026-06-15,Napakiak,NAP-001,99.27,98.54,1.11,53.68,27.91,85.84,Green
2026-06-22,Napakiak,NAP-001,99.39,98.98,0.76,57.82,35.6,85.7,Green
2026-06-29,Napakiak,NAP-001,98.86,99.21,1.08,56.78,10.39,89.15,Green
2026-07-06,Napakiak,NAP-001,99.06,98.78,1.74,52.57,39.51,83.79,Green
2026-07-13,Napakiak,NAP-001,99.12,98.91,0.66,61.97,24.93,88.06,Green
2026-07-20,Napakiak,NAP-001,99.31,98.3,1.56,62.34,26.02,87.73,Green
2026-07-27,Napakiak,NAP-001,98.91,98.32,0.96,60.95,10.07,89.84,Green
2026-08-03,Napakiak,NAP-001,99.26,99.18,0.6,51.27,18.73,86.97,Green
2026-05-04,Napakiak,NAP-002,96.57,98.56,2.94,64.76,17.33,88.69,Green
2026-05-11,Napakiak,NAP-002,97.53,98.23,2.68,43.95,40.4,81.27,Green
2026-05-18,Napakiak,NAP-002,98.01,97.96,3.16,52.5,18.47,86.25,Green
2026-05-25,Napakiak,NAP-002,98.16,97.39,2.81,57.05,39.64,83.93,Green
2026-06-01,Napakiak,NAP-002,97.84,97.38,2.93,56.55,24.6,85.98,Green
2026-06-08,Napakiak,NAP-002,97.74,97.5,2.75,60.21,31.87,85.66,Green
2026-06-15,Napakiak,NAP-002,97.58,98.0,2.88,62.3,26.7,86.92,Green
2026-06-22,Napakiak,NAP-002,97.16,97.58,2.26,68.02,32.89,87.02,Green
2026-06-29,Napakiak,NAP-002,97.49,97.93,2.68,65.12,41.67,85.23,Green
2026-07-06,Napakiak,NAP-002,97.31,98.65,2.95,54.68,38.47,83.71,Green
2026-07-13,Napakiak,NAP-002,97.52,98.27,3.05,43.37,28.74,82.85,Green
2026-07-20,Napakiak,NAP-002,97.33,97.49,2.7,52.17,34.67,83.53,Green
2026-07-27,Napakiak,NAP-002,97.15,97.78,3.04,45.77,21.16,84.26,Green
2026-08-03,Napakiak,NAP-002,96.94,98.55,2.8,56.25,33.76,84.64,Green
2026-05-04,Napakiak,NAP-003,97.94,96.6,2.7,32.43,15.73,82.36,Green
2026-05-11,Napakiak,NAP-003,98.37,97.04,2.66,23.68,23.54,79.66,Green
2026-05-18,Napakiak,NAP-003,98.19,96.92,3.58,30.67,17.75,81.71,Green
2026-05-25,Napakiak,NAP-003,97.95,96.44,2.22,37.58,4.99,85.03,Green
2026-06-01,Napakiak,NAP-003,98.43,96.43,2.64,22.94,34.43,77.74,Green
2026-06-08,Napakiak,NAP-003,98.27,97.18,3.46,31.43,13.29,82.63,Green
2026-06-15,Napakiak,NAP-003,98.18,96.49,2.65,29.36,21.79,80.87,Green
2026-06-22,Napakiak,NAP-003,98.4,97.07,2.81,33.35,18.46,82.35,Green
2026-06-29,Napakiak,NAP-003,98.72,96.57,3.41,18.31,19.82,79.0,Green
2026-07-06,Napakiak,NAP-003,98.14,96.95,3.26,20.12,14.0,80.21,Green
2026-07-13,Napakiak,NAP-003,97.77,97.41,3.01,21.44,19.31,79.74,Green
2026-07-20,Napakiak,NAP-003,98.67,96.7,2.72,23.87,14.66,81.01,Green
2026-07-27,Napakiak,NAP-003,98.67,97.57,2.43,41.36,18.96,84.12,Green
2026-08-03,Napakiak,NAP-003,98.45,97.45,2.81,27.5,29.27,79.66,Green
2026-05-04,Napakiak,NAP-004,98.86,95.95,1.92,49.76,0.0,88.37,Green
2026-05-11,Napakiak,NAP-004,99.06,96.79,2.07,57.17,1.89,89.8,Green
2026-05-18,Napakiak,NAP-004,99.42,96.63,2.86,71.18,4.58,92.13,Green
2026-05-25,Napakiak,NAP-004,98.92,96.47,2.43,62.48,3.12,90.51,Green
2026-06-01,Napakiak,NAP-004,99.21,96.51,2.44,63.94,6.42,90.39,Green
2026-06-08,Napakiak,NAP-004,98.49,96.91,1.79,50.72,14.64,86.53,Green
2026-06-15,Napakiak,NAP-004,99.18,96.53,1.9,28.67,13.93,82.29,Green
2026-06-22,Napakiak,NAP-004,98.98,97.26,2.34,47.54,16.88,85.69,Green
2026-06-29,Napakiak,NAP-004,99.48,96.48,2.7,47.43,9.62,86.63,Green
2026-07-06,Napakiak,NAP-004,99.27,96.93,2.44,49.21,17.09,85.96,Green
2026-07-13,Napakiak,NAP-004,99.03,96.32,1.91,67.39,2.41,91.67,Green
2026-07-20,Napakiak,NAP-004,99.52,96.07,2.38,54.25,21.31,86.19,Green
2026-07-27,Napakiak,NAP-004,98.84,96.16,2.11,65.19,1.27,91.28,Green
2026-08-03,Napakiak,NAP-004,98.17,96.6,2.59,43.76,15.13,84.79,Green
2026-05-04,Napakiak,NAP-005,98.79,96.34,0.94,34.8,11.15,83.93,Green
2026-05-11,Napakiak,NAP-005,98.28,97.55,1.15,10.2,14.27,78.68,Green
2026-05-18,Napakiak,NAP-005,98.33,96.96,1.31,20.68,0.0,82.76,Green
2026-05-25,Napakiak,NAP-005,99.05,97.39,0.82,31.91,4.4,84.71,Green
2026-06-01,Napakiak,NAP-005,98.56,96.81,0.71,27.95,0.0,84.33,Green
2026-06-08,Napakiak,NAP-005,98.44,97.01,1.68,15.74,11.52,80.03,Green
2026-06-15,Napakiak,NAP-005,98.75,96.03,1.04,32.12,12.07,83.15,Green
2026-06-22,Napakiak,NAP-005,98.5,97.02,0.93,11.56,8.9,79.72,Green
2026-06-29,Napakiak,NAP-005,98.4,96.55,1.97,35.1,0.0,85.46,Green
2026-07-06,Napakiak,NAP-005,98.65,97.53,0.18,25.7,8.35,82.9,Green
2026-07-13,Napakiak,NAP-005,98.08,97.04,1.36,37.14,5.36,85.2,Green
2026-07-20,Napakiak,NAP-005,99.4,95.94,1.02,13.78,8.08,80.23,Green
2026-07-27,Napakiak,NAP-005,98.34,97.1,0.8,18.47,1.27,82.24,Green
2026-08-03,Napakiak,NAP-005,99.2,97.07,0.1,29.49,5.8,84.08,Green
2026-05-04,Napakiak,NAP-006,99.83,97.9,1.2,85.49,6.35,95.4,Green
2026-05-11,Napakiak,NAP-006,100.0,99.08,1.35,86.86,0.0,96.94,Green
2026-05-18,Napakiak,NAP-006,99.36,97.95,0.86,82.78,19.81,92.78,Green
2026-05-25,Napakiak,NAP-006,99.63,98.06,0.88,97.08,5.5,97.88,Green
2026-06-01,Napakiak,NAP-006,99.44,97.3,1.16,83.24,20.68,92.56,Green
2026-06-08,Napakiak,NAP-006,100.0,97.45,0.68,85.45,0.67,96.25,Green
2026-06-15,Napakiak,NAP-006,99.7,97.86,1.31,95.79,0.0,98.35,Green
2026-06-22,Napakiak,NAP-006,99.97,97.68,2.15,100.62,6.3,98.14,Green
2026-06-29,Napakiak,NAP-006,99.28,97.49,1.58,87.41,14.62,94.25,Green
2026-07-06,Napakiak,NAP-006,100.0,97.66,0.63,89.2,16.36,94.71,Green
2026-07-13,Napakiak,NAP-006,99.29,98.02,1.8,74.59,9.09,92.61,Green
2026-07-20,Napakiak,NAP-006,99.43,98.06,1.5,89.42,0.0,97.03,Green
2026-07-27,Napakiak,NAP-006,99.45,98.65,1.33,94.38,9.21,96.82,Green
2026-08-03,Napakiak,NAP-006,99.91,97.83,0.84,93.77,16.22,95.63,Green
